Order_ID,Customer_ID,Rider_ID,Dark_Store_ID,Order_Timestamp,Weather,Traffic_Density,Vehicle_Type,Primary_Category,Payment_Method,Total_Items,Delivery_Distance_KM,Order_Value_INR,Is_Local_Rider,Pack_Time_Mins,Transit_Time_Mins,Total_Delivery_Time_Mins,SLA_Breached,Customer_Phone_Raw,Rider_Rating,Order_Date,Order_Hour,Day_Name,Week,Delivery_Speed_KMPH,Revenue_Per_KM,Delivery_Bucket,Distance_Bucket
ORD_107046,CUST_6345,RIDER_584,DS_Gurugram_Sec29,2026-06-10 07:21:48,Fog,Low,Bicycle,Dairy,Cash_On_Delivery,5,2.4,588.0,Yes,2.769131453,5.062097069,7.83,0,UNKNOWN,4.5,2026-06-10,7,Wednesday,24,28.44670855520491,245.0,0-10,2-3 km
ORD_121733,CUST_8362,RIDER_156,DS_Saket,2026-06-10 04:21:48,Clear,Moderate,Bicycle,Beverages,UPI,5,5.28,3143.0,Yes,3.100100567,11.13661355,14.24,1,UNKNOWN,3.0,2026-06-10,4,Wednesday,24,28.446708559802726,595.2651515151515,10-15,5+ km
ORD_112942,CUST_7576,RIDER_516,DS_Noida_Sec18,2026-06-10 05:21:48,Extreme_Heat,Moderate,Petrol_Bike,Beverages,Cash_On_Delivery,7,5.61,2030.0,Yes,3.712643992,11.8326519,15.55,1,-9611889285,3.0,2026-06-10,5,Wednesday,24,28.446708552289955,361.8538324420677,15-20,5+ km
ORD_114286,CUST_8790,RIDER_453,DS_Gurugram_Sec29,2026-06-10 10:21:48,Rain,High,EV_Scooter,Beverages,Cash_On_Delivery,8,4.91,1274.0,Yes,3.978060514,12.22108174,16.2,1,-9126346234,3.0,2026-06-10,10,Wednesday,24,24.10588573642909,259.4704684317719,15-20,3-5 km
ORD_122343,CUST_6881,RIDER_547,DS_Saket,2026-06-10 22:21:48,Clear,High,Petrol_Bike,Dairy,Wallet,13,3.45,736.0,No,5.04035011,8.625,13.67,1,-9107695895,4.5,2026-06-10,22,Wednesday,24,24.000000000000004,213.33333333333331,10-15,3-5 km
ORD_103781,CUST_1595,RIDER_386,DS_Gurugram_Sec29,2026-06-10 14:21:48,Rain,High,Petrol_Bike,Beverages,Wallet,5,2.67,410.0,No,3.920389038,8.885397933,12.81,1,UNKNOWN,4.5,2026-06-10,14,Wednesday,24,18.02958080301883,153.55805243445693,10-15,2-3 km
ORD_113859,CUST_9529,RIDER_532,DS_Saket,2026-06-10 03:21:48,Extreme_Heat,Moderate,EV_Scooter,Grocery,UPI,19,3.48,1771.0,Yes,4.609942798,7.34004075,11.95,0,-9954039653,3.0,2026-06-10,3,Wednesday,24,28.446708555398686,508.9080459770115,10-15,3-5 km
ORD_119566,CUST_4717,RIDER_656,DS_Noida_Sec18,2026-06-10 23:21:48,Fog,Low,EV_Scooter,Paan_Corner,UPI,19,1.86,2150.0,No,6.297304973,4.65,10.95,0,-9770420037,4.5,2026-06-10,23,Wednesday,24,24.0,1155.9139784946235,10-15,1-2 km
ORD_119600,CUST_8883,RIDER_600,DS_Saket,2026-06-10 11:21:48,Extreme_Heat,Gridlock,Bicycle,Dairy,UPI,4,3.43,3340.0,Yes,2.949448738,13.62367131,16.57,1,-9512799471,3.0,2026-06-10,11,Wednesday,24,15.106060276787462,973.7609329446063,15-20,3-5 km
ORD_123197,CUST_6167,RIDER_296,DS_Saket,2026-06-10 20:21:48,Rain,Moderate,EV_Scooter,Personal_Care,Wallet,18,3.99,793.0,Yes,4.808511724,10.28061119,15.09,1,-9788539300,3.0,2026-06-10,20,Wednesday,24,23.286553257929405,198.7468671679198,15-20,3-5 km
ORD_106559,CUST_3510,RIDER_308,DS_Saket,2026-06-10 06:21:48,Clear,Low,EV_Scooter,Dairy,UPI,9,1.6,181.0,No,4.364940872,4.0,8.36,0,-9058261520,1.0,2026-06-10,6,Wednesday,24,24.0,113.125,0-10,1-2 km
ORD_110855,CUST_9104,RIDER_538,DS_Dwarka,2026-06-10 04:21:48,Clear,Gridlock,EV_Scooter,Snacks,Credit_Card,19,1.14,2178.0,No,6.32433211,10.42285864,16.75,1,-9591924274,3.0,2026-06-10,4,Wednesday,24,6.562499057360333,1910.5263157894738,15-20,1-2 km
ORD_111048,CUST_6556,RIDER_512,DS_Noida_Sec18,2026-06-10 12:21:48,Clear,Low,Petrol_Bike,Personal_Care,UPI,17,3.11,3013.0,No,4.405785832,7.775,12.18,1,-9315793056,3.0,2026-06-10,12,Wednesday,24,24.0,968.8102893890675,10-15,3-5 km
ORD_111981,CUST_4397,RIDER_789,DS_ConnaughtPlace,2026-06-10 09:21:48,Clear,Low,EV_Scooter,Snacks,Wallet,3,5.51,816.0,No,3.664475265,13.775,17.44,1,-9418508453,3.0,2026-06-10,9,Wednesday,24,24.0,148.09437386569874,15-20,5+ km
ORD_103213,CUST_7840,RIDER_788,DS_Noida_Sec18,2026-06-10 15:21:48,Clear,High,Petrol_Bike,Dairy,UPI,11,5.16,663.0,Yes,4.038007002,10.8835087,14.92,1,-9540428445,1.0,2026-06-10,15,Wednesday,24,28.446708550892232,128.48837209302326,10-15,5+ km
ORD_127419,CUST_6860,RIDER_234,DS_ConnaughtPlace,2026-06-10 00:21:48,Clear,Low,EV_Scooter,Beverages,Credit_Card,1,2.27,247.0,No,2.886956591,5.675,8.56,0,-9896122076,4.5,2026-06-10,0,Wednesday,24,24.000000000000004,108.81057268722466,0-10,2-3 km
ORD_112974,CUST_4228,RIDER_703,DS_ConnaughtPlace,2026-06-10 00:21:48,Clear,High,Petrol_Bike,Paan_Corner,Credit_Card,10,2.08,1033.0,No,3.679991373,5.2,8.88,0,UNKNOWN,4.5,2026-06-10,0,Wednesday,24,24.0,496.63461538461536,0-10,2-3 km
ORD_115625,CUST_2732,RIDER_432,DS_Gurugram_Sec29,2026-06-10 12:21:48,Extreme_Heat,Low,Bicycle,Beverages,UPI,18,2.83,2861.0,Yes,5.950054099,5.969056127,11.92,0,-9713103296,3.0,2026-06-10,12,Wednesday,24,28.446708556138194,1010.9540636042402,10-15,2-3 km
ORD_109835,CUST_9219,RIDER_186,DS_Noida_Sec18,2026-06-10 22:21:48,Clear,Low,EV_Scooter,Dairy,Cash_On_Delivery,9,3.55,2714.0,No,3.253603463,8.875,12.13,1,-9935484211,3.0,2026-06-10,22,Wednesday,24,24.0,764.5070422535211,10-15,3-5 km
ORD_117735,CUST_8641,RIDER_131,DS_Dwarka,2026-06-10 05:21:48,Clear,Moderate,Bicycle,Personal_Care,Wallet,7,1.55,195.0,No,2.61001795,3.875,6.49,0,-9228090785,3.0,2026-06-10,5,Wednesday,24,24.0,125.80645161290322,0-10,1-2 km
ORD_105541,CUST_3184,RIDER_520,DS_Gurugram_Sec29,2026-06-10 17:21:48,Clear,Gridlock,EV_Scooter,Dairy,Credit_Card,5,2.01,881.0,No,2.786731493,12.59785864,15.38,1,-9794343329,4.5,2026-06-10,17,Wednesday,24,9.573055504613915,438.3084577114428,15-20,2-3 km
ORD_115418,CUST_4116,RIDER_378,DS_Dwarka,2026-06-10 19:21:48,Clear,High,Petrol_Bike,Personal_Care,UPI,9,2.96,608.0,No,4.522797036,7.4,11.92,0,-9786740957,1.0,2026-06-10,19,Wednesday,24,24.0,205.40540540540542,10-15,2-3 km
ORD_104117,CUST_4897,RIDER_523,DS_ConnaughtPlace,2026-06-10 17:21:48,Clear,Low,EV_Scooter,Grocery,Wallet,3,0.92,199.0,No,3.534500713,2.3,5.83,0,-9275878324,3.0,2026-06-10,17,Wednesday,24,24.000000000000004,216.30434782608694,0-10,0-1 km
ORD_114072,CUST_8348,RIDER_827,DS_Gurugram_Sec29,2026-06-10 21:21:48,Clear,Gridlock,EV_Scooter,Dairy,Wallet,2,5.62,3263.0,No,2.041562863,21.62285864,23.66,1,-9867652336,1.0,2026-06-10,21,Wednesday,24,15.5946077997391,580.6049822064057,20-30,5+ km
ORD_112955,CUST_2669,RIDER_154,DS_ConnaughtPlace,2026-06-10 12:21:48,Clear,High,Petrol_Bike,Dairy,Credit_Card,19,0.63,210.0,No,5.779819321,1.575,7.35,0,UNKNOWN,4.5,2026-06-10,12,Wednesday,24,24.0,333.3333333333333,0-10,0-1 km
ORD_117421,CUST_8309,RIDER_988,DS_Noida_Sec18,2026-06-10 09:21:48,Clear,High,Petrol_Bike,Dairy,UPI,12,3.29,290.0,No,3.956675887,8.225,12.18,1,-9439105302,4.5,2026-06-10,9,Wednesday,24,24.0,88.14589665653496,10-15,3-5 km
ORD_112495,CUST_8113,RIDER_834,DS_ConnaughtPlace,2026-06-10 06:21:48,Clear,Moderate,Bicycle,Beverages,Wallet,2,2.47,1463.0,No,3.507206139,6.175,9.68,0,-9746110834,3.0,2026-06-10,6,Wednesday,24,24.0,592.3076923076923,0-10,2-3 km
ORD_126486,CUST_9254,RIDER_172,DS_Noida_Sec18,2026-06-10 20:21:48,Clear,Moderate,EV_Scooter,Personal_Care,UPI,5,2.13,963.0,No,2.963166988,5.325,8.29,0,-9153553904,1.0,2026-06-10,20,Wednesday,24,23.999999999999996,452.11267605633805,0-10,2-3 km
ORD_125003,CUST_7909,RIDER_913,DS_ConnaughtPlace,2026-06-10 01:21:48,Clear,Low,EV_Scooter,Dairy,UPI,18,3.08,364.0,Yes,5.375035709,6.496357905,11.87,0,-9927565709,3.0,2026-06-10,1,Wednesday,24,28.446708556153666,118.18181818181817,10-15,3-5 km
ORD_105243,CUST_4584,RIDER_355,DS_Dwarka,2026-06-10 04:21:48,Rain,High,EV_Scooter,Dairy,Wallet,2,1.51,3429.0,Yes,2.039597422,5.049777556,7.09,0,-9406286691,4.5,2026-06-10,4,Wednesday,24,17.941384347188066,2270.860927152318,0-10,1-2 km
ORD_113928,CUST_5328,RIDER_348,DS_Noida_Sec18,2026-06-10 23:21:48,Clear,Gridlock,Petrol_Bike,Beverages,Wallet,13,5.85,1163.0,No,5.448558123,22.19785864,27.65,1,-9440327224,4.5,2026-06-10,23,Wednesday,24,15.812336031706524,198.80341880341882,20-30,5+ km
ORD_101236,CUST_1368,RIDER_413,DS_Saket,2026-06-10 12:21:48,Clear,Moderate,Petrol_Bike,Snacks,UPI,8,1.09,3291.0,Yes,3.793401893,2.299035752,6.09,0,-9169431961,3.0,2026-06-10,12,Wednesday,24,28.446708557318686,3019.2660550458713,0-10,1-2 km
ORD_114670,CUST_6161,RIDER_139,DS_Dwarka,2026-06-10 07:21:48,Clear,Low,EV_Scooter,Snacks,Credit_Card,6,4.73,3441.0,No,2.662443655,11.825,14.49,1,-9454402277,1.0,2026-06-10,7,Wednesday,24,24.000000000000004,727.4841437632134,10-15,3-5 km
ORD_127979,CUST_5568,RIDER_214,DS_Noida_Sec18,2026-06-10 23:21:48,Clear,Gridlock,Petrol_Bike,Dairy,Wallet,1,2.54,3280.0,No,1.986148197,13.92285864,15.91,1,UNKNOWN,3.0,2026-06-10,23,Wednesday,24,10.946027963119505,1291.3385826771653,15-20,2-3 km
ORD_106271,CUST_4574,RIDER_431,DS_Saket,2026-06-10 15:21:48,Clear,Low,EV_Scooter,Paan_Corner,Wallet,7,1.66,2880.0,Yes,2.883361921,3.501283806,6.38,0,UNKNOWN,3.0,2026-06-10,15,Wednesday,24,28.446708555678846,1734.9397590361446,0-10,1-2 km
ORD_125939,CUST_1287,RIDER_963,DS_ConnaughtPlace,2026-06-10 20:21:48,Rain,Moderate,EV_Scooter,Snacks,Cash_On_Delivery,15,3.06,206.0,Yes,5.223113986,8.319048579,13.54,1,UNKNOWN,3.0,2026-06-10,20,Wednesday,24,22.069831454460605,67.3202614379085,10-15,3-5 km
ORD_114681,CUST_6836,RIDER_594,DS_Saket,2026-06-10 10:21:48,Extreme_Heat,High,Bicycle,Personal_Care,UPI,6,4.36,2397.0,Yes,2.562287416,9.196143008,11.76,0,UNKNOWN,3.0,2026-06-10,10,Wednesday,24,28.446708557318686,549.7706422018348,10-15,3-5 km
ORD_100066,CUST_1017,RIDER_184,DS_ConnaughtPlace,2026-06-10 03:21:48,Rain,Low,Petrol_Bike,Snacks,Wallet,10,2.77,2797.0,No,3.977110398,9.135397933,13.11,1,UNKNOWN,4.5,2026-06-10,3,Wednesday,24,18.192967752355052,1009.7472924187725,10-15,2-3 km
ORD_121305,CUST_8179,RIDER_759,DS_Noida_Sec18,2026-06-10 17:21:48,Clear,High,Bicycle,Snacks,Credit_Card,4,1.96,2220.0,No,2.116731943,4.9,7.02,0,-9305218502,1.0,2026-06-10,17,Wednesday,24,23.999999999999996,1132.6530612244899,0-10,1-2 km
ORD_110782,CUST_2576,RIDER_288,DS_Gurugram_Sec29,2026-06-10 05:21:48,Extreme_Heat,Moderate,Petrol_Bike,Personal_Care,Credit_Card,19,4.75,813.0,No,4.391686177,11.875,16.27,1,-9496933047,3.0,2026-06-10,5,Wednesday,24,24.0,171.1578947368421,15-20,3-5 km
ORD_123127,CUST_8335,RIDER_571,DS_Saket,2026-06-10 02:21:48,Clear,Moderate,EV_Scooter,Paan_Corner,Cash_On_Delivery,10,1.49,2788.0,Yes,4.565918731,3.142718597,7.71,0,-9201909001,3.0,2026-06-10,2,Wednesday,24,28.446708555242626,1871.1409395973155,0-10,1-2 km
ORD_107979,CUST_5137,RIDER_192,DS_ConnaughtPlace,2026-06-10 21:21:48,Rain,Low,EV_Scooter,Beverages,UPI,7,5.6,3031.0,No,4.50340883,16.21039793,20.71,1,-9298939647,3.0,2026-06-10,21,Wednesday,24,20.727436886553964,541.25,20-30,5+ km
ORD_109151,CUST_1213,RIDER_562,DS_ConnaughtPlace,2026-06-10 19:21:48,Clear,Low,Petrol_Bike,Beverages,Cash_On_Delivery,19,3.25,2923.0,Yes,4.745911837,6.854923114,11.6,0,-9606353688,3.0,2026-06-10,19,Wednesday,24,28.44670855632882,899.3846153846154,10-15,3-5 km
ORD_123230,CUST_5112,RIDER_286,DS_Gurugram_Sec29,2026-06-10 06:21:48,Fog,High,EV_Scooter,Grocery,UPI,11,2.08,755.0,No,4.929798264,5.2,10.13,0,-9368070364,3.0,2026-06-10,6,Wednesday,24,24.0,362.9807692307692,10-15,2-3 km
ORD_106866,CUST_6939,RIDER_298,DS_Gurugram_Sec29,2026-06-10 00:21:48,Clear,Moderate,EV_Scooter,Grocery,Cash_On_Delivery,9,3.04,746.0,Yes,4.831468411,6.41198962,11.24,0,-9871594721,3.0,2026-06-10,0,Wednesday,24,28.446708558458337,245.39473684210526,10-15,3-5 km
ORD_102066,CUST_7968,RIDER_980,DS_Saket,2026-06-10 18:21:48,Fog,Low,Petrol_Bike,Grocery,UPI,18,4.07,2638.0,No,4.630686605,10.175,14.81,1,-9891654728,3.0,2026-06-10,18,Wednesday,24,24.0,648.1572481572481,10-15,3-5 km
ORD_105799,CUST_3843,RIDER_204,DS_Saket,2026-06-10 23:21:48,Rain,Moderate,EV_Scooter,Dairy,UPI,13,1.63,2120.0,Yes,4.982475885,5.302882409,10.29,0,-9268687581,1.0,2026-06-10,23,Wednesday,24,18.44280005794863,1300.6134969325153,10-15,1-2 km
ORD_105293,CUST_8137,RIDER_318,DS_ConnaughtPlace,2026-06-10 23:21:48,Fog,Moderate,EV_Scooter,Beverages,Cash_On_Delivery,5,1.88,1337.0,No,2.986208913,4.7,7.69,0,-9825807834,4.5,2026-06-10,23,Wednesday,24,23.999999999999996,711.1702127659574,0-10,1-2 km
ORD_105224,CUST_1621,RIDER_563,DS_Gurugram_Sec29,2026-06-10 05:21:48,Clear,Moderate,EV_Scooter,Paan_Corner,Wallet,6,2.52,1804.0,No,3.409105566,6.3,9.71,0,-9501635185,3.0,2026-06-10,5,Wednesday,24,24.0,715.8730158730159,0-10,2-3 km
ORD_127247,CUST_5204,RIDER_996,DS_Dwarka,2026-06-10 17:21:48,Clear,High,EV_Scooter,Personal_Care,Credit_Card,10,3.38,678.0,No,4.248618503,8.45,12.7,1,UNKNOWN,1.0,2026-06-10,17,Wednesday,24,24.000000000000004,200.59171597633136,10-15,3-5 km
ORD_119384,CUST_1822,RIDER_737,DS_ConnaughtPlace,2026-06-10 20:21:48,Clear,Low,Petrol_Bike,Personal_Care,Cash_On_Delivery,14,4.12,3173.0,No,4.381029368,10.3,14.68,1,UNKNOWN,3.0,2026-06-10,20,Wednesday,24,23.999999999999996,770.1456310679612,10-15,3-5 km
ORD_119445,CUST_5195,RIDER_696,DS_Noida_Sec18,2026-06-10 21:21:48,Clear,High,EV_Scooter,Beverages,Wallet,14,5.27,1322.0,Yes,4.432082272,11.11552148,15.55,1,-9341877372,3.0,2026-06-10,21,Wednesday,24,28.446708556943022,250.85388994307402,15-20,5+ km
ORD_118359,CUST_2771,RIDER_777,DS_ConnaughtPlace,2026-06-10 09:21:48,Rain,High,EV_Scooter,Grocery,Credit_Card,3,3.77,1368.0,Yes,2.786363162,9.816585629,12.6,1,-9214956811,3.0,2026-06-10,9,Wednesday,24,23.04263504122692,362.86472148541117,10-15,3-5 km
ORD_129898,CUST_8922,RIDER_806,DS_Gurugram_Sec29,2026-06-10 13:21:48,Rain,High,Petrol_Bike,Dairy,UPI,1,3.69,1431.0,No,3.276159404,11.43539793,14.71,1,-9983656401,3.0,2026-06-10,13,Wednesday,24,19.360935347879057,387.8048780487805,10-15,3-5 km
ORD_125878,CUST_1973,RIDER_525,DS_Gurugram_Sec29,2026-06-10 21:21:48,Clear,High,Petrol_Bike,Dairy,Cash_On_Delivery,9,3.33,3149.0,Yes,4.664584961,7.023659683,11.69,0,-9351029471,4.5,2026-06-10,21,Wednesday,24,28.446708556166815,945.6456456456456,10-15,3-5 km
ORD_121869,CUST_5772,RIDER_315,DS_Saket,2026-06-10 19:21:48,Clear,High,Petrol_Bike,Grocery,Credit_Card,17,3.78,1096.0,No,5.591880846,9.45,15.04,1,-9456303661,3.0,2026-06-10,19,Wednesday,24,24.0,289.94708994709,15-20,3-5 km
ORD_110847,CUST_3637,RIDER_779,DS_Noida_Sec18,2026-06-10 17:21:48,Rain,Gridlock,EV_Scooter,Personal_Care,Cash_On_Delivery,1,5.85,1200.0,No,1.661050912,24.40825657,26.07,1,-9092826635,4.5,2026-06-10,17,Wednesday,24,14.380379810961648,205.12820512820514,20-30,5+ km
ORD_117193,CUST_2558,RIDER_158,DS_Noida_Sec18,2026-06-10 00:21:48,Clear,Moderate,Petrol_Bike,Dairy,Cash_On_Delivery,4,2.17,2810.0,No,2.716190961,5.425,8.14,0,-9643352908,3.0,2026-06-10,0,Wednesday,24,24.0,1294.930875576037,0-10,2-3 km
ORD_119766,CUST_8426,RIDER_895,DS_Gurugram_Sec29,2026-06-10 01:21:48,Extreme_Heat,Low,Petrol_Bike,Snacks,Credit_Card,18,2.88,3194.0,No,5.436565251,7.2,12.64,1,-9147349830,3.0,2026-06-10,1,Wednesday,24,23.999999999999996,1109.0277777777778,10-15,2-3 km
ORD_127868,CUST_2323,RIDER_616,DS_ConnaughtPlace,2026-06-10 18:21:48,Clear,Moderate,Petrol_Bike,Snacks,Wallet,14,5.92,1622.0,No,4.301546547,14.8,19.1,1,-9925171870,3.0,2026-06-10,18,Wednesday,24,24.0,273.9864864864865,15-20,5+ km
ORD_102736,CUST_6375,RIDER_959,DS_Dwarka,2026-06-10 11:21:48,Rain,High,EV_Scooter,Snacks,Credit_Card,1,3.32,219.0,Yes,2.967514114,8.867442428,11.83,0,UNKNOWN,3.0,2026-06-10,11,Wednesday,24,22.464199978451777,65.96385542168674,10-15,3-5 km
ORD_105522,CUST_8590,RIDER_497,DS_Saket,2026-06-10 02:21:48,Rain,Moderate,Petrol_Bike,Grocery,Cash_On_Delivery,6,3.85,475.0,Yes,2.722979453,9.985322198,12.71,1,-9617292012,4.5,2026-06-10,2,Wednesday,24,23.133955561921464,123.37662337662337,10-15,3-5 km
ORD_108674,CUST_5555,RIDER_175,DS_Gurugram_Sec29,2026-06-10 17:21:48,Clear,Moderate,EV_Scooter,Beverages,Cash_On_Delivery,12,5.45,3296.0,Yes,3.741908899,11.49517876,15.24,1,UNKNOWN,4.5,2026-06-10,17,Wednesday,24,28.446708557318686,604.7706422018348,15-20,5+ km
ORD_106843,CUST_5910,RIDER_651,DS_Dwarka,2026-06-10 20:21:48,Fog,Gridlock,EV_Scooter,Beverages,Cash_On_Delivery,11,5.32,406.0,No,3.903605057,20.87285864,24.78,1,-9370325556,3.0,2026-06-10,20,Wednesday,24,15.292586679444883,76.3157894736842,20-30,5+ km
ORD_115609,CUST_8364,RIDER_632,DS_Dwarka,2026-06-10 15:21:48,Extreme_Heat,Moderate,EV_Scooter,Dairy,Wallet,3,3.67,2615.0,No,3.319522315,9.175,12.49,1,UNKNOWN,1.0,2026-06-10,15,Wednesday,24,24.0,712.534059945504,10-15,3-5 km
ORD_107125,CUST_5117,RIDER_366,DS_Dwarka,2026-06-10 15:21:48,Rain,Moderate,EV_Scooter,Dairy,Credit_Card,4,5.88,3396.0,No,2.346887954,16.91039793,19.26,1,-9629332901,3.0,2026-06-10,15,Wednesday,24,20.86290349052715,577.5510204081633,15-20,5+ km
ORD_122298,CUST_9709,RIDER_202,DS_ConnaughtPlace,2026-06-10 08:21:48,Fog,Moderate,Petrol_Bike,Snacks,Cash_On_Delivery,14,4.82,1635.0,No,4.999646712,12.05,17.05,1,-9787205065,4.5,2026-06-10,8,Wednesday,24,24.0,339.21161825726136,15-20,3-5 km
ORD_115425,CUST_7502,RIDER_342,DS_Dwarka,2026-06-10 05:21:48,Clear,Moderate,EV_Scooter,Paan_Corner,UPI,18,2.61,591.0,No,4.932475357,6.525,11.46,0,-9124996072,3.0,2026-06-10,5,Wednesday,24,24.0,226.4367816091954,10-15,2-3 km
ORD_115224,CUST_4792,RIDER_266,DS_Saket,2026-06-10 22:21:48,Clear,Low,EV_Scooter,Snacks,Cash_On_Delivery,2,2.42,457.0,No,2.678500525,6.05,8.73,0,UNKNOWN,3.0,2026-06-10,22,Wednesday,24,24.0,188.84297520661158,0-10,2-3 km
ORD_103656,CUST_7575,RIDER_367,DS_ConnaughtPlace,2026-06-10 10:21:48,Clear,High,EV_Scooter,Dairy,UPI,14,5.09,1943.0,No,5.083574537,12.725,17.81,1,-9968344879,3.0,2026-06-10,10,Wednesday,24,24.0,381.7288801571709,15-20,5+ km
ORD_121952,CUST_5894,RIDER_122,DS_Dwarka,2026-06-10 02:21:48,Clear,High,EV_Scooter,Beverages,Credit_Card,15,2.26,249.0,Yes,4.639319133,4.766808073,9.41,0,-9259763702,4.5,2026-06-10,2,Wednesday,24,28.446708557044936,110.17699115044249,0-10,2-3 km
ORD_112812,CUST_4413,RIDER_696,DS_Noida_Sec18,2026-06-10 02:21:48,Clear,Moderate,Petrol_Bike,Grocery,Cash_On_Delivery,13,3.92,1214.0,No,3.834957177,9.8,13.63,1,-9861127440,1.0,2026-06-10,2,Wednesday,24,23.999999999999996,309.6938775510204,10-15,3-5 km
ORD_108504,CUST_6524,RIDER_881,DS_Noida_Sec18,2026-06-10 06:21:48,Clear,High,Petrol_Bike,Dairy,Wallet,8,1.16,882.0,Yes,3.894106969,2.44668025,6.34,0,-9877364123,3.0,2026-06-10,6,Wednesday,24,28.446708555398686,760.344827586207,0-10,1-2 km
ORD_129596,CUST_3355,RIDER_872,DS_Noida_Sec18,2026-06-10 22:21:48,Clear,Moderate,EV_Scooter,Personal_Care,Wallet,3,2.17,3466.0,No,3.309716443,5.425,8.73,0,-9166279175,1.0,2026-06-10,22,Wednesday,24,24.0,1597.2350230414747,0-10,2-3 km
ORD_104886,CUST_1163,RIDER_399,DS_Dwarka,2026-06-10 00:21:48,Clear,Low,Bicycle,Snacks,UPI,10,2.66,1959.0,Yes,3.313013637,5.610490918,8.92,0,UNKNOWN,1.0,2026-06-10,0,Wednesday,24,28.4467085559232,736.4661654135338,0-10,2-3 km
ORD_116966,CUST_6568,RIDER_971,DS_Gurugram_Sec29,2026-06-10 12:21:48,Clear,Moderate,EV_Scooter,Grocery,UPI,11,0.56,2030.0,No,4.82577995,1.4,6.23,0,-9384717181,3.0,2026-06-10,12,Wednesday,24,24.000000000000004,3624.9999999999995,0-10,0-1 km
ORD_110992,CUST_5314,RIDER_511,DS_Gurugram_Sec29,2026-06-10 08:21:48,Fog,Gridlock,Bicycle,Grocery,Wallet,11,1.37,1356.0,No,4.691445179,10.99785864,15.69,1,-9991059096,4.5,2026-06-10,8,Wednesday,24,7.474182264994088,989.7810218978101,15-20,1-2 km
ORD_119999,CUST_7967,RIDER_666,DS_Saket,2026-06-10 08:21:48,Clear,Gridlock,Petrol_Bike,Paan_Corner,Cash_On_Delivery,7,1.28,1001.0,Yes,2.87545689,9.088876021,11.96,0,-9934436739,1.0,2026-06-10,8,Wednesday,24,8.449889713816352,782.03125,10-15,1-2 km
ORD_114056,CUST_6879,RIDER_505,DS_Saket,2026-06-10 08:21:48,Clear,Low,Petrol_Bike,Personal_Care,Wallet,6,2.91,1558.0,No,2.601844053,7.275,9.88,0,UNKNOWN,4.5,2026-06-10,8,Wednesday,24,24.0,535.3951890034364,0-10,2-3 km
ORD_108806,CUST_4474,RIDER_464,DS_Saket,2026-06-10 16:21:48,Clear,Gridlock,EV_Scooter,Beverages,Cash_On_Delivery,11,0.53,660.0,No,4.836658835,8.897858637,13.73,1,-9798536362,3.0,2026-06-10,16,Wednesday,24,3.573893595900247,1245.2830188679245,10-15,0-1 km
ORD_107931,CUST_9052,RIDER_714,DS_ConnaughtPlace,2026-06-10 23:21:48,Clear,Low,Bicycle,Beverages,Cash_On_Delivery,13,5.55,465.0,No,5.256415461,13.875,19.13,1,-9852475442,1.0,2026-06-10,23,Wednesday,24,23.999999999999996,83.78378378378379,15-20,5+ km
ORD_107255,CUST_7695,RIDER_166,DS_Gurugram_Sec29,2026-06-10 19:21:48,Clear,High,Petrol_Bike,Beverages,UPI,11,5.93,1693.0,No,4.367873302,14.825,19.19,1,-9485269109,1.0,2026-06-10,19,Wednesday,24,24.0,285.4974704890388,15-20,5+ km
ORD_102898,CUST_8364,RIDER_756,DS_Gurugram_Sec29,2026-06-10 19:21:48,Fog,Low,EV_Scooter,Dairy,Wallet,18,1.79,1105.0,No,4.667228132,4.475,9.14,0,-9686274671,3.0,2026-06-10,19,Wednesday,24,24.000000000000004,617.31843575419,0-10,1-2 km
ORD_117434,CUST_2326,RIDER_610,DS_Dwarka,2026-06-10 23:21:48,Extreme_Heat,Moderate,Bicycle,Dairy,Wallet,9,3.6,207.0,No,4.000284326,9.0,13.0,1,UNKNOWN,3.0,2026-06-10,23,Wednesday,24,24.0,57.5,10-15,3-5 km
ORD_112571,CUST_2547,RIDER_350,DS_Dwarka,2026-06-10 10:21:48,Clear,Moderate,Petrol_Bike,Paan_Corner,UPI,8,3.55,2759.0,Yes,3.787341201,7.487685247,11.28,0,-9952466041,1.0,2026-06-10,10,Wednesday,24,28.446708558608297,777.1830985915493,10-15,3-5 km
ORD_108163,CUST_1875,RIDER_813,DS_Noida_Sec18,2026-06-10 00:21:48,Clear,High,EV_Scooter,Snacks,Credit_Card,17,1.4,1517.0,No,4.791029052,3.5,8.29,0,-9964819263,3.0,2026-06-10,0,Wednesday,24,23.999999999999996,1083.5714285714287,0-10,1-2 km
ORD_115975,CUST_2395,RIDER_959,DS_Noida_Sec18,2026-06-10 18:21:48,Clear,Moderate,EV_Scooter,Personal_Care,Credit_Card,16,2.13,1782.0,Yes,5.822013858,4.492611148,10.31,0,-9723523558,3.0,2026-06-10,18,Wednesday,24,28.446708559874676,836.6197183098592,10-15,2-3 km
ORD_115481,CUST_6548,RIDER_650,DS_Saket,2026-06-10 16:21:48,Fog,Low,EV_Scooter,Snacks,Credit_Card,14,0.65,2091.0,Yes,4.421434227,1.370984623,5.79,0,-9975470611,4.5,2026-06-10,16,Wednesday,24,28.446708552179,3216.9230769230767,0-10,0-1 km
